iter	Logloss
403	0.4011471939
404	0.4009265137
405	0.4004489136
406	0.4001168442
407	0.3998207092
408	0.3994269943
409	0.3992719269
410	0.3990820694
411	0.3984523773
412	0.3982405853
413	0.3977845001
414	0.3974758911
415	0.3971223068
416	0.3968798447
417	0.396682663
418	0.39635952
419	0.3960224152
420	0.395766983
421	0.3955057907
422	0.3951435089
423	0.3947727203
424	0.3946026993
425	0.3943187714
426	0.3939997101
427	0.3937010193
428	0.3932772064
429	0.3929780197
430	0.3927871704
431	0.3925492859
432	0.3922769928
433	0.3918323517
434	0.3914197159
435	0.3912341309
436	0.39094841
437	0.390533371
438	0.3901869202
439	0.3899422073
440	0.3896922302
441	0.3893107605
442	0.3889405441
443	0.3885771179
444	0.3882764816
445	0.3881214142
446	0.3878843307
447	0.3876892853
448	0.3874898148
449	0.3870879745
450	0.3868207169
451	0.3864820862
452	0.3860560608
453	0.3857987976
454	0.3855986786
455	0.3853498077
456	0.3851935196
457	0.3849468994
458	0.3846278381
459	0.384392662
460	0.384179306
461	0.3837314606
462	0.3834628296
463	0.3832502747
464	0.3830119324
465	0.3826741028
466	0.3824433136
467	0.3822849274
468	0.3818769073
469	0.3815068054
470	0.3812594604
471	0.3812406158
472	0.3809087372
473	0.3806167603
474	0.3800817108
475	0.3798039246
476	0.3795186615
477	0.3793515778
478	0.3790515137
479	0.3788202667
480	0.3786785889
481	0.3782352829
482	0.3779634476
483	0.3777880096
484	0.3774225235
485	0.3772749329
486	0.3768326187
487	0.3766836166
488	0.3766517639
489	0.3761496735
490	0.3759772491
491	0.3755908966
492	0.3750855637
493	0.3747229004
494	0.374539299
495	0.3742069244
496	0.373879509
497	0.3734564209
498	0.3732050705
499	0.3731375885
500	0.3727972031
501	0.3725245667
502	0.3722297287
503	0.3719824219
504	0.3716069794
505	0.3713334656
506	0.3711354828
507	0.3708093643
508	0.370561676
509	0.3703987885
510	0.3699517822
511	0.3697585297
512	0.369428978
513	0.3692434692
514	0.3690135956
515	0.3688244247
516	0.3685086823
517	0.3682683945
518	0.367948761
519	0.3676321411
520	0.3674019241
521	0.3672027588
522	0.3669536591
523	0.3663911438
524	0.3660206223
525	0.3658079147
526	0.365459137
527	0.3650922012
528	0.364786377
529	0.3644039917
530	0.3641651154
531	0.3639722824
532	0.3638190079
533	0.363605957
534	0.3632896423
535	0.3630481339
536	0.3627672577
537	0.3624965286
538	0.3622828674
539	0.3621959686
540	0.3616978455
541	0.3614456177
542	0.3612047577
543	0.3609887314
544	0.3606539154
545	0.3603170395
546	0.3600413513
547	0.3597338104
548	0.3594974136
549	0.3591207123
550	0.3587382507
551	0.3584913635
552	0.3581539536
553	0.3578015137
554	0.3576618576
555	0.3575247955
556	0.3570702362
557	0.3568333817
558	0.3567023468
559	0.3564008331
560	0.3563171387
561	0.356073761
562	0.3558300018
563	0.3555888367
564	0.3553821182
565	0.3550987244
566	0.3546310425
567	0.354288559
568	0.3540827179
569	0.353769455
570	0.3535562897
571	0.3532497787
572	0.3531201172
573	0.3528610229
574	0.3526357269
575	0.3523999405
576	0.3522583771
577	0.3519733429
578	0.3516085052
579	0.3514147568
580	0.351203537
581	0.3508107758
582	0.3504075623
583	0.3502255249
584	0.349994812
585	0.3499788284
586	0.3497147751
587	0.3495010757
588	0.3491888809
589	0.3487133408
590	0.3484527969
591	0.3482159805
592	0.3480096054
593	0.3477116394
594	0.3473934174
595	0.3469236755
596	0.3464604187
597	0.3461171341
598	0.345925293
599	0.345772171
600	0.3455312729
601	0.345178833
602	0.3447549438
603	0.344634552
604	0.3444847107
605	0.3442153549
606	0.3440122986
607	0.343836441
608	0.3435871124
609	0.3433443451
610	0.3431167603
611	0.3427889633
612	0.3425902557
613	0.3424166107
614	0.342203598
615	0.3417992401
616	0.3415792465
617	0.3412739944
618	0.3409399033
619	0.3406002808
620	0.3405857849
621	0.3401452255
622	0.3399097061
623	0.3394332123
624	0.3392093277
625	0.3389542389
626	0.3384951782
627	0.3381615448
628	0.3379417419
629	0.3376617813
630	0.3373953247
631	0.3369491577
632	0.3367063904
633	0.3364953613
634	0.3363771057
635	0.3362736511
636	0.3361233902
637	0.3358499146
638	0.3357348633
639	0.3355335999
640	0.3352017212
641	0.3348771667
642	0.3346987152
643	0.3343086243
644	0.3340363312
645	0.3338490295
646	0.3334929657
647	0.3332430267
648	0.3327881622
649	0.3326756668
650	0.3323695755
651	0.3320169067
652	0.3317943192
653	0.3315824127
654	0.3311013031
655	0.3309183884
656	0.3307096863
657	0.330484581
658	0.3304150009
659	0.3300085449
660	0.3294721222
661	0.3290972137
662	0.3287837219
663	0.3285623932
664	0.3285152435
665	0.3283515167
666	0.3280918503
667	0.3279638672
668	0.3278095245
669	0.3276833344
670	0.3274515533
671	0.3273293304
672	0.3270780182
673	0.3268898773
674	0.3265995789
675	0.3263494492
676	0.3261200333
677	0.3259246826
678	0.3256648254
679	0.3252364349
680	0.325112915
681	0.3248331451
682	0.3246516418
683	0.3245297241
684	0.3241928864
685	0.3240217972
686	0.3237613297
687	0.3235250854
688	0.3233706665
689	0.3231658173
690	0.3229153442
691	0.3227103424
692	0.3225429535
693	0.3222182465
694	0.3219922638
695	0.3216397858
696	0.3213847351
697	0.3213731384
698	0.3210620117
699	0.3209352493
700	0.320751152
701	0.3204496765
702	0.3202810669
703	0.3199672318
704	0.3198214531
705	0.3196223831
706	0.3194195557
707	0.3192039871
708	0.3190208817
709	0.3188670158
710	0.3186305428
711	0.3183457947
712	0.3181577301
713	0.3179106522
714	0.3177443123
715	0.3174158287
716	0.3172613144
717	0.3170697403
718	0.3168489647
719	0.3164787865
720	0.3159716034
721	0.3158250046
722	0.3156629372
723	0.3154071045
724	0.3151255226
725	0.3148798561
726	0.3147629356
727	0.3146095276
728	0.3143108559
729	0.3140511894
730	0.3139169502
731	0.3137874031
732	0.3134152985
733	0.3132397461
734	0.313091011
735	0.3129351044
736	0.3127311707
737	0.312502594
738	0.312259922
739	0.3119742393
740	0.3118087006
741	0.3116744995
742	0.311466713
743	0.3112573242
744	0.3111659431
745	0.3109501648
746	0.3106464577
747	0.3104911041
748	0.3102708435
749	0.3099780655
750	0.3094169235
751	0.3091522789
752	0.3089305115
753	0.3087833595
754	0.3086225128
755	0.3083817291
756	0.308254776
757	0.3080057907
758	0.307702961
759	0.3074451256
760	0.3072722054
761	0.3069966507
762	0.3068965149
763	0.3066714096
764	0.3064887428
765	0.3063111115
766	0.3061170006
767	0.3060095978
768	0.3056418228
769	0.3056154633
770	0.3054011917
771	0.3051666832
772	0.3050129318
773	0.3047808456
774	0.304608345
775	0.3043371773
776	0.304175148
777	0.3039311981
778	0.3036776733
779	0.3035009575
780	0.3033098602
781	0.3031105423
782	0.3029021072
783	0.3028623962
784	0.3025958633
785	0.3022389221
786	0.3019438934
787	0.3016221046
788	0.3013500214
789	0.3011810875
790	0.3010690689
791	0.3010136604
792	0.3007656288
793	0.3006160736
794	0.3004040527
795	0.3002345276
796	0.2999509048
797	0.2996188354
798	0.2994750404
799	0.2991570091
800	0.2988087654
801	0.2987008095
802	0.2983423615
803	0.2980713272
804	0.2977270317
805	0.297497921
806	0.2973171043
807	0.2969436264
808	0.2966053772
809	0.2965325737
810	0.2962474442
811	0.2960611725
812	0.295866642
813	0.2957760811
814	0.2956496239
815	0.295360527
816	0.2951318741
817	0.2949171638
818	0.2947150803
819	0.2946992874
820	0.2945038986
821	0.2942824936
822	0.2940161324
823	0.2938145638
824	0.2935365105
825	0.2933021164
826	0.2931775093
827	0.2928989792
828	0.2926948929
829	0.292514286
830	0.2922889137
831	0.2921797562
832	0.2920395279
833	0.2918981552
834	0.2916754532
835	0.2915828705
836	0.2913024902
837	0.2911007881
838	0.2908976746
839	0.2906227493
840	0.2904862213
841	0.2903202057
842	0.2901442719
843	0.2899359512
844	0.289627037
845	0.2894156647
846	0.2891285324
847	0.2888939667
848	0.2886368179
849	0.2885012054
850	0.288271122
851	0.2878572464
852	0.2876581764
853	0.2875541878
854	0.2872522736
855	0.2871040344
856	0.2868743896
857	0.2867882156
858	0.2866504288
859	0.2864751434
860	0.2863076401
861	0.2861586761
862	0.2859659767
863	0.285756855
864	0.285567894
865	0.2852238464
866	0.2850699234
867	0.2848393822
868	0.2845102501
869	0.284388504
870	0.2842185783
871	0.2839041328
872	0.2837084007
873	0.2834718704
874	0.2833045769
875	0.2830306053
876	0.2828684998
877	0.2826542664
878	0.2824905968
879	0.2821618652
880	0.281961937
881	0.2818210793
882	0.2816174126
883	0.2814352417
884	0.2811922455
885	0.2809243965
886	0.2806957626
887	0.2804123306
888	0.2802750015
889	0.2801651382
890	0.2799805832
891	0.2797353745
892	0.279635582
893	0.2792651749
894	0.2789827728
895	0.2788400078
896	0.2786870193
897	0.2785147476
898	0.2782903671
899	0.2780600739
900	0.2778260803
901	0.2776682281
902	0.2775125504
903	0.2772852325
904	0.2770617676
905	0.2769115448
906	0.2766934776
907	0.2763388062
908	0.2760760498
909	0.2759410858
910	0.2758529663
911	0.2755570984
912	0.2753637314
913	0.2751951218
914	0.2749473953
915	0.2747389603
916	0.2745701027
917	0.274301281
918	0.2741844368
919	0.2740021515
920	0.2737893867
921	0.2737478828
922	0.2735341072
923	0.2732466507
924	0.2730499268
925	0.2729551315
926	0.2727940178
927	0.2726283646
928	0.2724274826
929	0.2722381973
930	0.272078476
931	0.2717971039
932	0.2717195511
933	0.2715552902
934	0.271474762
935	0.2711940575
936	0.2708129883
937	0.2706632996
938	0.27030756
939	0.2700302124
940	0.2697935486
941	0.2695056152
942	0.2694437981
943	0.2693222809
944	0.2691978455
945	0.2690231323
946	0.2689419937
947	0.2687535286
948	0.2686105919
949	0.2684325409
950	0.2681377029
951	0.2680186272
952	0.2676726913
953	0.2674515152
954	0.2673135567
955	0.2669633675
956	0.2667688751
957	0.2666165543
958	0.2663679504
959	0.2660833359
960	0.2658630753
961	0.2656225586
962	0.2653666306
963	0.2652549744
964	0.2651188469
965	0.2650131416
966	0.2648092461
967	0.2646795464
968	0.2645372581
969	0.2644465446
970	0.2642997169
971	0.2640025139
972	0.2638888168
973	0.2637481117
974	0.2636351395
975	0.2634031487
976	0.2632439804
977	0.263046608
978	0.2627423668
979	0.2625100708
980	0.2622905159
981	0.2619363976
982	0.2616941071
983	0.2614549637
984	0.2611806297
985	0.260978241
986	0.2609173012
987	0.2608388901
988	0.2607223892
989	0.2605053139
990	0.2604283905
991	0.2601675224
992	0.2598893166
993	0.2597177124
994	0.2595674515
995	0.2594030762
996	0.2592708397
997	0.2590810204
998	0.25895298
999	0.2587829971
